1	11869	+
1	14404	-
1	17369	-
1	29554	+
1	34554	-
1	52473	+
1	57598	+
1	65419	+
1	89295	-
1	131025	+
1	135141	-
1	137682	-
1	139790	-
1	141474	-
1	157784	-
1	160446	+
1	182696	+
1	185217	-
1	187891	-
1	257864	-
1	347982	-
n	o	none
1	358857	+
1	365389	-
1	439870	+
n	o	none
1	487101	+
1	491225	-
1	516376	-
1	586071	-
1	587629	+
1	629062	+
1	629640	+
1	631074	+
1	632757	+
1	633535	+
1	633696	+
1	634376	+
1	674842	+
n	o	none
n	o	none
1	722092	+
1	725885	-
1	758233	-
1	760911	+
1	778747	+
1	800879	-
1	817371	+
1	825138	+
1	824228	-
1	868071	-
1	873292	+
1	874529	-
1	904834	+
1	911435	+
1	914171	+
1	916865	-
1	923923	+
1	944203	-
1	960584	+
1	966482	+
1	975198	-
1	995966	-
1	998962	-
1	1001138	+
1	1008076	-
1	1011997	-
1	1020120	+
1	1059687	+
1	1062208	-
1	1070967	-
1	1081818	-
1	1137017	+
1	1167104	+
1	1167863	+
1	1169005	+
1	1169357	+
1	1173056	-
1	1173880	+
1	1203508	-
1	1211326	-
1	1216931	-
1	1232237	+
1	1242446	-
1	1249777	-
1	1253909	-
1	1275223	+
1	1280436	+
1	1292390	-
1	1296110	-
1	1308597	+
1	1311585	-
1	1312502	-
1	1317581	-
1	1324756	+
1	1331280	+
1	1335276	-
1	1339650	-
1	1352689	-
1	1373730	-
1	1378666	+
1	1385711	-
1	1399515	+
1	1401909	-
1	1409096	+
1	1418420	-
1	1420245	+
1	1425871	+
1	1430539	-
1	1434861	+
1	1449689	+
1	1471765	+
1	1512162	+
1	1534778	-
1	1541673	-
1	1574102	+
1	1583510	-
1	1598012	-
1	1613758	-
1	1615454	+
1	1632163	+
1	1635225	-
1	1659325	+
1	1659529	-
1	1671990	+
1	1699942	+
1	1702379	-
1	1724512	+
1	1724838	-
1	1751232	-
1	1785285	-
1	1891223	+
1	1915108	+
1	1917590	-
1	1921951	-
1	2013213	-
1	2019329	+
1	2049203	-
1	2050411	+
1	2141084	-
1	2181794	-
1	2184461	-
1	2212523	+
1	2228319	+
1	2321253	-
1	2326201	-
1	2350414	-
1	2363061	-
1	2391775	+
1	2403964	-
1	2425980	+
1	2492300	-
1	2493437	-
1	2508537	-
1	2528745	-
1	2530064	+
1	2549920	-
1	2555639	+
1	2566410	+
1	2581560	+
1	2586491	+
1	2590639	-
1	2632568	+
1	2636986	-
1	2773603	+
1	2811850	-
1	2814432	-
1	3021467	+
1	3059611	-
1	3069168	+
1	3127975	+
1	3132927	-
1	3205988	+
1	3306636	-
1	3454665	+
1	3487246	+
1	3487951	-
1	3560695	-
1	3622857	-
1	3625015	+
1	3630767	-
1	3652516	+
1	3658938	-
1	3712200	-
1	3735511	-
1	3746460	+
1	3772749	+
1	3778559	-
1	3782815	+
1	3785008	+
1	3812086	-
1	3857267	+
1	3889125	-
1	3900347	+
1	3940486	+
1	3944547	-
1	4175528	-
1	4412027	+
1	4551735	-
1	4571481	+
1	4654609	+
1	5086459	-
1	5492978	+
1	5554747	+
1	5561709	-
1	5564071	+
1	5862672	-
1	5862811	-
1	5990927	+
1	6101787	-
1	6185020	-
1	6204840	-
1	6205475	+
1	6221193	-
1	6234692	+
1	6244179	+
1	6247353	-
1	6264269	-
1	6412418	-
1	6424776	+
1	6429834	-
1	6443034	-
1	6460786	-
1	6467122	-
1	6521347	-
1	6540854	+
1	6547905	+
1	6555307	+
1	6579994	+
1	6590724	-
1	6613731	+
1	6624868	+
1	6634168	-
1	6724637	+
1	6783892	-
1	6785454	+
1	6834333	-
1	7008376	-
1	7219360	+
1	7368942	+
1	7382487	-
1	7441096	-
1	7693124	-
1	7698303	-
1	7700704	-
1	7771296	+
1	7776383	+
1	7784291	+
1	7810242	-
1	7843083	-
1	7915871	-
1	7942372	+
1	7954291	+
1	7982881	-
1	8004404	-
1	8026738	+
1	8057245	-
1	8189824	+
1	8201518	+
1	8206434	-
1	8218190	-
1	8292157	-
1	8318114	+
1	8328067	+
1	8352397	-
1	8424645	+
1	8511795	-
1	8512653	+
1	8750430	+
1	8786211	-
1	8796571	-
1	8798475	+
1	8805860	-
1	8831007	+
1	8861000	-
1	8866502	-
n	o	none
1	8878835	+
1	8883427	-
1	8893409	+
1	8907393	-
1	8909742	+
1	8945867	+
1	8979576	-
1	9002973	-
1	9035106	-
1	9082696	+
1	9100305	-
1	9148011	-
1	9182004	+
n	o	none
1	9234774	+
1	9292894	+
1	9437669	-
1	9501092	-
1	9539465	+
1	9576427	+
1	9588911	+
1	9629889	+
1	9652610	-
1	9660828	-
1	9672405	-
1	9728926	-
1	9780822	+
1	9826289	-
1	9848276	-
1	9922113	-
1	9942923	+
1	9943428	+
1	9947318	+
1	9950572	-
1	9967381	+
1	9997206	+
1	10032832	+
1	10054445	-
1	10058671	+
1	10163268	+
1	10210570	+
1	10227718	+
1	10298966	+
1	10398592	+
1	10429881	-
1	10430433	+
1	10450031	+
1	10456522	-
1	10472288	+
1	10616836	+
1	10636604	-
1	10639241	+
1	10895761	+
1	10946471	-
1	10990978	-
1	11012344	+
1	11022009	-
n	o	none
1	11054584	-
1	11066618	-
1	11068471	+
1	11099430	+
1	11106535	-
1	11143898	+
1	11152350	+
1	11189355	+
1	11226254	+
1	11232963	+
1	11273198	+
1	11278616	-
1	11425257	-
1	11479155	+
1	11609468	+
1	11637018	-
1	11654375	+
1	11664200	+
1	11658918	-
1	11691710	+
1	11736084	+
1	11761787	+
1	11777077	-
1	11785723	-
1	11806096	+
n	o	none
1	11845709	-
1	11857464	-
1	11877770	+
1	11908152	+
1	11909808	-
1	11919591	-
1	11934205	+
1	11980181	+
1	12017216	-
1	12019466	+
1	12024012	-
1	12029158	+
1	12036740	-
1	12063303	+
1	12077881	-
1	12080293	-
1	12166943	+
1	12166991	+
1	12191713	+
1	12220794	-
1	12221148	-
1	12230030	+
1	12507246	+
1	12525716	+
1	12567910	-
1	12569972	-
1	12578957	-
1	12618900	-
1	12644085	+
1	12692909	+
1	12716110	+
1	12746200	+
1	12773738	+
1	12791397	+
1	12822686	-
1	12824605	-
1	12838125	-
1	12847377	-
1	12857086	+
1	12879212	-
1	12892896	-
1	12916610	+
1	12922554	+
1	12926162	+
1	12938472	-
1	13029339	+
1	13049476	-
1	13060769	+
1	13068677	+
1	13095179	-
1	13104403	-
1	13115488	-
1	13128818	+
1	13146981	-
1	13148905	-
1	13163914	-
1	13171848	+
1	13196188	-
1	13222695	-
1	13245863	+
1	13254198	+
1	13273539	-
1	13279125	-
1	13281304	-
1	13303539	+
1	13315581	+
1	13324039	+
1	13341892	-
1	13368431	-
1	13389632	+
1	13410450	+
1	13474973	-
1	13513220	+
1	13555001	+
1	13583465	+
1	13623184	-
1	13657311	-
1	13696070	-
1	13700188	+
1	13892792	+
1	14124233	-
1	14221887	-
1	14338825	-
1	14692129	-
1	15111815	-
1	15152532	+
1	15164344	-
1	15191828	-
1	15226373	+
1	15236521	+
1	15326680	-
1	15334166	-
1	15402979	-
1	15409888	+
1	15438442	+
1	15456728	+
1	15465909	+
1	15490832	-
1	15526813	+
1	15542165	+
1	15565611	-
1	15571699	-
1	15586136	-
1	15604597	+
1	15608078	-
1	15614643	-
1	15617458	+
1	15682873	-
1	15684320	+
1	15720312	-
1	15736258	+
1	15742499	+
1	15740048	-
1	15756607	+
1	15792796	+
1	15807169	-
1	15828232	+
1	15834474	-
1	15836095	+
1	15917698	-
1	15941869	-
1	15969632	+
1	15988182	+
1	15989140	-
1	15989871	+
1	16004236	+
1	16014028	-
1	16018875	+
1	16035178	-
1	16040252	+
1	16057769	-
1	16124337	-
1	16155176	+
1	16159266	+
1	16197854	-
1	16215907	-
1	16231692	-
1	16241213	-
1	16246840	-
1	16352575	+
1	16369150	-
1	16387117	-
1	16440721	+
1	16460948	+
1	16467436	-
1	16514122	-
1	16514645	+
1	16520694	+
1	16533886	-
1	16534081	-
n	o	none
1	16548651	-
1	16562319	-
1	16617391	+
1	16618253	-
1	16645622	+
1	16656879	+
1	16666785	-
n	o	none
1	16681097	-
1	16685621	-
1	16687339	-
1	16701546	+
n	o	none
1	16739938	-
1	16740516	+
1	16740280	+
1	16754910	-
1	16851257	-
1	16855407	+
1	16858949	-
1	16870945	+
1	16887577	-
1	16889095	+
1	16895980	+
1	16904339	-
1	16740273	+
1	16974502	-
1	16978926	+
1	16985958	-
1	17018722	-
1	17066761	-
1	17189783	+
1	17193232	-
1	17205128	+
1	17249098	+
1	17277889	+
1	17308195	+
1	17372196	+
1	17406760	-
1	17539698	+
1	17717625	+
1	17755333	+
1	18065657	+
1	18107798	+
1	18109389	+
1	18166929	-
1	18385829	+
1	18480930	+
1	18513118	+
1	18595414	+
1	18630846	+
1	18839599	-
1	18871430	-
1	18883202	-
1	18897071	-
1	18904280	-
1	19072110	-
1	19074510	-
1	19210348	+
1	19215660	-
1	19251805	+
1	19265982	-
1	19282573	-
1	19297080	+
1	19303965	-
1	19305076	-
1	19312326	+
1	19338775	-
1	19424384	+
1	19510593	+
1	19591802	-
1	19484403	+
1	19608114	+
1	19596979	+
1	19664875	+
1	19682240	-
1	19814029	-
1	19814367	+
1	19882395	+
1	19920009	-
1	19970969	+
1	19975431	-
1	20028179	+
1	20111939	-
1	20139323	+
1	20154171	+
1	20161253	-
n	o	none
1	20186096	+
1	20243095	+
1	20290875	+
1	20294211	-
1	20360579	-
1	20412304	-
1	20482391	-
1	20499448	-
1	20525989	+
1	20552573	+
1	20589086	+
1	20633458	+
1	20642657	-
1	20651767	-
1	20664014	-
1	20692734	-
1	20719731	-
1	20732880	+
1	20740266	-
1	20806292	-
1	20841241	+
1	20988314	-
1	21003550	-
1	21073639	-
1	21161475	+
1	21217247	-
1	21266082	+
1	21293290	+
1	21397987	+
1	21411460	-
1	21415898	+
1	21424625	-
1	21428303	+
1	21434318	+
1	21440128	+
1	21459756	-
1	21509397	+
1	21586472	+
1	21596221	-
1	21678298	-
1	21768269	+
1	21812265	+
1	21822244	-
1	21908098	+
1	21950679	-
1	21977022	+
1	21987481	+
1	21987816	+
1	22001657	+
1	22010650	+
1	22010985	+
1	22023990	-
1	22024558	+
1	22052627	+
1	22059197	+
1	22068340	-
n	o	none
1	22117313	-
1	22266239	+
1	22322840	-
1	22364630	-
1	22428838	+
1	22517474	+
1	22563489	+
1	22633258	-
1	22635077	+
1	22643014	+
1	22652762	+
1	22710839	+
1	22719517	+
1	22835713	-
1	22863159	-
1	22953043	-
1	23010834	-
1	23019443	+
1	23020147	-
1	23044305	+
1	23057858	-
1	23084030	-
1	23140325	+
1	23162704	+
1	23163953	+
1	23191895	-
1	23244765	+
1	23281307	-
1	23303771	-
1	23359448	-
1	23368939	+
1	23378380	-
1	23380909	-
1	23410832	+
1	23428563	-
1	23506438	-
1	23549139	-
1	23557926	-
1	23581495	+
1	23670294	+
1	23691742	+
1	23743448	+
1	23706901	-
1	23778418	+
1	23791145	+
1	23795599	-
1	23801885	-
1	23845077	-
1	23870515	-
1	23901471	-
1	23907111	+
1	23929070	+
1	23949016	-
1	23956839	+
1	23964347	-
1	24007881	-
1	24040835	+
1	24056035	-
1	24066774	+
1	24119771	-
1	24154168	-
1	24200240	+
1	24307556	-
1	24199558	+
1	24356999	-
1	24415802	+
1	24502351	+
1	24538802	-
1	24556087	+
1	24563627	+
1	24625411	-
1	24631716	+
1	24745382	+
1	24777873	-
1	24899511	-
1	24919345	-
1	24961345	+
1	24968423	-
1	25023503	+
1	25043707	-
1	25125053	-
1	25208139	+
1	25222276	-
1	25242249	-
1	25247837	+
1	25266102	-
1	25272393	+
1	25294164	-
1	25336429	-
1	25338317	+
1	25362249	-
1	25398721	+
1	25430858	+
1	25543606	+
1	25581478	+
1	25616791	+
1	25644544	-
1	25800193	+
1	25816749	-
1	25818640	+
1	25831913	-
1	25859580	+
1	25861484	-
1	25877496	+
1	25884181	-
1	25887360	+
1	25888970	+
1	25906362	-
1	25959767	-
1	25964197	+
1	26006006	+
1	26006216	+
1	26019884	+
1	26037252	-
1	26046665	+
1	26051301	-
1	26111165	+
1	26159079	+
1	26164101	-
1	26169516	-
1	26169908	+
1	26177484	+
1	26190561	+
1	26209741	+
1	26218581	-
1	26234200	+
1	26263041	-
1	26280086	+
1	26281328	-
1	26317958	+
1	26321698	-
1	26326688	+
1	26361634	-
1	26410817	+
1	26432282	+
1	26454653	-
1	26462756	-
1	26472440	+
1	26519354	-
1	26529761	+
1	26554542	+
1	26593243	-
1	26593940	-
1	26602369	-
1	26640377	-
1	26642286	-
1	26647447	+
1	26692132	-
1	26693236	+
1	26787054	+
1	26814822	+
1	26826688	+
1	26863149	+
1	26876132	-
1	26890488	-
1	26900238	+
1	26911489	-
1	26949562	-
1	26980165	+
1	26983628	+
1	26985897	-
1	26993692	+
1	27005020	-
1	27098809	-
1	27176751	+
1	27200834	-
1	27206930	+
1	27211265	+
1	27229106	-
1	27234632	+
1	27255464	-
1	27311240	+
1	27322145	+
1	27325219	+
1	27325329	+
1	27342020	+
1	27355184	-
1	27369110	-
1	27379176	-
1	27389468	+
1	27392622	+
1	27404230	-
1	27457198	+
1	27525805	+
1	27534035	-
1	27612064	-
1	27649419	+
1	27660328	-
1	27666064	-
1	27669468	+
1	27675603	-
1	27686810	-
1	27693731	+
1	27725961	+
1	27739091	+
1	27739954	+
1	27773219	+
1	27773858	+
1	27819983	+
1	27824538	+
1	27830782	+
1	27834401	+
1	27872543	+
1	27891524	-
1	27935000	+
1	27938875	-
1	27959588	+
1	27970344	-
1	27990158	-
1	28031884	-
1	28095742	-
1	28109739	+
1	28120449	-
1	28142737	-
1	28147166	-
1	28199456	-
1	28236109	+
1	28239509	-
1	28247144	+
1	28259518	+
1	28329002	+
1	28369582	+
1	28422555	-
1	28453541	+
1	28481362	+
1	28505943	+
1	28507366	+
1	28508559	+
1	28526318	-
1	28544460	+
1	28553085	+
1	28578538	-
1	28578749	-
1	28579764	-
1	28580381	-
1	28580920	-
1	28587829	-
1	28592200	+
1	28643228	+
1	28648600	+
1	28668778	+
1	28689665	+
1	28736621	+
1	28812170	+
1	28870483	-
1	28881726	-
1	28887091	+
1	28982278	-
1	28985710	+
1	29041199	+
1	29119429	-
1	29144494	-
1	29147743	-
1	29171285	-
1	29192657	-
1	29223933	+
1	29236516	+
1	29329620	-
1	29488193	-
1	29708851	-
1	29904865	-
1	30013952	-
1	30140263	+
1	30226523	+
1	30409560	-
1	30415825	+
1	30711277	-
1	30718504	+
1	30732469	-
1	30739156	-
1	30810378	-
1	30824217	+
1	30843823	+
1	30858158	+
1	30869466	-
1	30918469	-
1	30931506	-
1	31036734	+
1	31050872	+
1	31094987	-
1	31108188	-
1	31179745	-
1	31259568	-
1	31263245	-
1	31296982	+
1	31333067	-
1	31365253	-
1	31409565	+
1	31487589	-
1	31497577	-
1	31500085	+
1	31503631	-
1	31506226	+
1	31571585	-
1	31576485	+
1	31617686	+
1	31629866	-
1	31644049	+
1	31644694	+
1	31652263	-
1	31727117	-
1	31758660	-
1	31789130	+
1	31790422	-
1	31842019	-
1	31851913	-
1	31906421	-
1	31933020	+
1	32013868	+
1	32052291	-
1	32072031	+
1	32086949	+
1	32087523	-
1	32108056	+
1	32179675	+
1	32200595	+
1	32204769	-
1	32205671	+
1	32209089	+
1	32214472	-
1	32221077	+
1	32231656	-
1	32247222	+
1	32251244	+
1	32269338	-
1	32286452	-
1	32292083	+
1	32333839	-
1	32349194	-
1	32351521	+
1	32361270	-
1	32364633	-
1	32402109	-
1	32421979	+
1	32423214	-
1	32457835	+
1	32465072	+
1	32539427	+
1	32600172	-
1	32639951	+
1	32651142	+
1	32679906	-
1	32717734	-
1	32741830	+
1	32775237	-
1	32816767	+
1	32862268	-
1	32885994	+
1	32894594	-
1	32936445	-
1	32973553	+
1	32979947	+
1	32986952	+
1	33007986	-
1	33029232	-
1	32987075	+
1	33081104	+
1	33141871	-
1	33145399	-
1	33162851	+
1	33256492	+
1	33261212	+
1	33306766	-
1	33307348	+
1	33323623	-
1	33332393	-
1	33336566	-
1	33350352	+
1	33466249	+
1	33472645	+
1	33512008	-
1	33513998	-
1	33838523	+
1	33860475	+
1	33868953	+
1	34112949	+
1	34166883	+
1	34276859	-
1	34669599	-
1	34712737	-
1	34755047	+
1	34759740	+
1	34781214	+
1	34761426	-
1	34792999	+
1	34850694	+
1	34865436	-
1	34975699	-
1	34981380	-
1	34986165	-
1	35053468	+
1	35032172	+
1	35122022	+
1	35176378	-
1	35195969	+
1	35268709	+
1	35292196	-
1	35310274	+
1	35350722	+
1	35358822	-
1	35399997	+
1	35393883	-
1	35509742	+
1	35557473	+
1	35569807	-
1	35573314	+
1	35599541	-
1	35713877	-
1	35720218	-
1	35739389	+
1	35808016	+
1	35869808	+
1	35873270	-
1	35930718	+
